INFO : Video Imported: C:\Users\User\Documents\GitHub\TrackerNew\Tracker\Rat1skipnode.mp4
INFO : Recording Trial 1
INFO : Rat not detected
INFO : 00:00:6.200 : The rat position is: (293, 578) @ 411
INFO : 00:00:6.200 : The rat position after failed is: (293, 578)
INFO : 00:00:6.240 : The rat position is: (303, 577) @ 411
INFO : 00:00:6.240 : The rat position after failed is: (303, 577)
INFO : 00:00:6.280 : The rat position is: (303, 577) @ 411
INFO : 00:00:6.280 : The rat position after failed is: (303, 577)
INFO : 00:00:6.320 : The rat position is: (294, 578) @ 411
INFO : 00:00:6.320 : The rat position after failed is: (294, 578)
INFO : 00:00:6.360 : The rat position is: (294, 578) @ 411
INFO : 00:00:6.360 : The rat position after failed is: (294, 578)
INFO : 00:00:6.400 : The rat position is: (294, 578) @ 411
INFO : 00:00:6.400 : The rat position after failed is: (294, 578)
INFO : 00:00:6.440 : The rat position is: (294, 578) @ 411
INFO : 00:00:6.440 : The rat position after failed is: (294, 578)
INFO : 00:00:6.480 : The rat position is: (294, 578) @ 411
INFO : 00:00:6.480 : The rat position after failed is: (294, 578)
INFO : 00:00:6.520 : The rat position is: (292, 578) @ 411
INFO : 00:00:6.520 : The rat position after failed is: (292, 578)
INFO : 00:00:6.560 : The rat position is: (291, 578) @ 411
INFO : 00:00:6.560 : The rat position after failed is: (291, 578)
INFO : 00:00:6.600 : The rat position is: (292, 579) @ 411
INFO : 00:00:6.600 : The rat position after failed is: (292, 579)
INFO : 00:00:6.640 : The rat position is: (293, 578) @ 411
INFO : 00:00:6.640 : The rat position after failed is: (293, 578)
INFO : 00:00:6.680 : The rat position is: (293, 578) @ 411
INFO : 00:00:6.680 : The rat position after failed is: (293, 578)
INFO : 00:00:6.720 : The rat position is: (304, 575) @ 411
INFO : 00:00:6.720 : The rat position after failed is: (304, 575)
INFO : 00:00:6.760 : The rat position is: (304, 575) @ 411
INFO : 00:00:6.760 : The rat position after failed is: (304, 575)
INFO : 00:00:6.800 : The rat position is: (300, 578) @ 411
INFO : 00:00:6.800 : The rat position after failed is: (300, 578)
INFO : 00:00:6.840 : The rat position is: (295, 576) @ 411
INFO : 00:00:6.840 : The rat position after failed is: (295, 576)
INFO : 00:00:6.880 : The rat position is: (295, 577) @ 411
INFO : 00:00:6.880 : The rat position after failed is: (295, 577)
INFO : 00:00:6.920 : The rat position is: (295, 576) @ 411
INFO : 00:00:6.920 : The rat position after failed is: (295, 576)
INFO : 00:00:6.960 : The rat position is: (294, 577) @ 411
INFO : 00:00:6.960 : The rat position after failed is: (294, 577)
INFO : 00:00:7.000 : The rat position is: (293, 577) @ 411
INFO : 00:00:7.000 : The rat position after failed is: (293, 577)
INFO : 00:00:7.040 : The rat position is: (293, 577) @ 411
INFO : 00:00:7.040 : The rat position after failed is: (293, 577)
INFO : 00:00:7.080 : The rat position is: (293, 577) @ 411
INFO : 00:00:7.080 : The rat position after failed is: (293, 577)
INFO : 00:00:7.120 : The rat position is: (289, 571) @ 411
INFO : 00:00:7.120 : The rat position after failed is: (289, 571)
INFO : 00:00:7.160 : The rat position is: (289, 571) @ 411
INFO : 00:00:7.160 : The rat position after failed is: (289, 571)
INFO : 00:00:7.200 : The rat position is: (289, 571) @ 411
INFO : 00:00:7.200 : The rat position after failed is: (289, 571)
INFO : 00:00:7.240 : The rat position is: (289, 571) @ 411
INFO : 00:00:7.240 : The rat position after failed is: (289, 571)
INFO : 00:00:7.280 : The rat position is: (285, 571) @ 411
INFO : 00:00:7.280 : The rat position after failed is: (285, 571)
INFO : 00:00:7.320 : The rat position is: (286, 570) @ 411
INFO : 00:00:7.320 : The rat position after failed is: (286, 570)
INFO : 00:00:7.360 : The rat position is: (286, 570) @ 411
INFO : 00:00:7.360 : The rat position after failed is: (286, 570)
